individual_id,age,sex,dominant_genetic_ancestry,self_reported_ethnicity_1,self_reported_ethnicity_2,is_multiselect,self_report_concordant_with_genetics,true_ancestry_frac_African,true_ancestry_frac_European,true_ancestry_frac_East_Asian,true_ancestry_frac_South_Asian,true_ancestry_frac_American_Indigenous,phenotype
IND002418,75.4,M,South Asian,South Asian,European,True,True,0.00020877972485668582,0.29082475698404786,0.0005690458571110888,0.5879660640872597,0.12043135334672453,-0.5653958050780764
IND002419,61.4,F,European,European,East Asian,True,True,0.24686189067595724,0.3662521916028889,0.3216057618312349,0.0022011496180681634,0.06307900627185054,1.064201969620123
IND002420,44.8,F,European,European,African,True,True,0.26274809002243377,0.48009628557889467,0.032340943006618925,0.2093655341858408,0.01544914720621197,1.2033448790959036
IND002421,42.5,M,European,European,,False,True,0.0008962108525216225,0.8259658788075355,0.008228563126578995,0.15907389138635522,0.005835455827008805,0.4359283112270959
IND002422,54.3,M,European,European,,False,True,0.04076694064944008,0.9417487156095438,0.0007811916870063122,0.007613571772039929,0.009089580281969796,-1.3377873878705697
IND002423,61.4,M,South Asian,South Asian,European,True,True,0.004663836944016203,0.28287786577053065,6.275806979043618e-06,0.45317882300636586,0.2592731984721081,0.42213812901473186
IND002424,45.7,M,African,African,East Asian,True,True,0.487590514577103,0.000114552690075809,0.3352419256844753,0.13687850961750844,0.040174497430837466,-1.1279526557135655
IND002425,30.4,F,East Asian,East Asian,South Asian,True,True,0.11550015274940696,2.8206447001164277e-06,0.49198927061031683,0.32376245824512473,0.06874529775045139,0.7549344086335495
IND002426,70.9,M,American/Indigenous,American/Indigenous,,False,True,0.01332402655852251,0.00963400499170397,0.2904121601091772,0.003554011115033653,0.6830757972255627,2.2185693084976306
IND002427,78.2,F,East Asian,East Asian,,False,True,0.2907410285237445,5.4483935093666216e-05,0.5641384509979885,0.141277667092068,0.003788369451105227,0.4678097743260931
IND002428,34.6,F,European,European,South Asian,True,True,0.09714151714735308,0.4161379721345359,9.344286360122272e-05,0.33614979610783674,0.15047727174667314,0.9836856569187411
IND002429,61.3,M,East Asian,East Asian,,False,True,0.007754674931051795,0.1985786400194307,0.6674064609490981,0.00012401089144387824,0.12613621320897545,-0.2526139445335319
IND002430,48.3,M,South Asian,South Asian,European,True,True,0.03508196632732068,0.27871580712415445,0.08902467012487995,0.5971639893548976,1.3567068747370036e-05,-1.2536275525889686
IND002431,23.6,F,South Asian,East Asian,African,True,False,0.3015940565642676,0.07803625356458278,0.2987197259837964,0.3072823079891329,0.014367655898220293,0.9444130963208675
IND002432,76.3,F,East Asian,East Asian,,False,True,0.0006885423482322024,0.021263371828392164,0.685405805769588,4.6321403300297576e-05,0.2925959586504873,0.5381058359448045
IND002433,29.1,F,East Asian,East Asian,South Asian,True,True,1.6415710067430922e-06,0.06628706821446853,0.5543736753168224,0.3521344746454114,0.027203140252290852,-1.6157437248952782
IND002434,43.6,M,American/Indigenous,American/Indigenous,European,True,True,0.00023485843696165854,0.3279999169187458,0.0010946508100553858,0.32749937534038714,0.3431711984938503,-1.7097162130362655
IND002435,69.7,F,African,African,,False,True,0.7925659946962206,9.678060696097792e-07,0.09782845600017734,0.10955318826240257,5.1393235129869745e-05,-0.8059299035909676
IND002436,35.1,M,European,European,,False,True,0.0032695365980834517,0.5909475889205426,0.2427852821273994,0.0010542100025492374,0.1619433823514254,-1.2575867169161628
IND002437,67.9,F,African,African,,False,True,0.5266013418786835,0.013237101657137025,0.05618584442081369,0.1827506727754207,0.22122503926794504,-1.3483136864374847
IND002438,65.4,F,American/Indigenous,American/Indigenous,,False,True,0.0002531488081278958,0.049919472771869276,0.022134742924375884,0.08163442470881936,0.8460582107868077,1.0710294053911933
IND002439,23.9,M,South Asian,South Asian,European,True,True,0.0050478948719831366,0.2783441503744541,0.025046930585655717,0.6578940573360641,0.03366696683184283,0.7401747562926665
IND002440,80.9,F,African,African,,False,True,0.6014564713116729,0.050356763883357906,0.3062675755324339,0.026855199689019598,0.015063989583515493,-2.63365211469564
IND002441,85.0,M,African,South Asian,,False,False,0.8083650753072711,0.010987100504173723,3.5010650010351214e-05,0.18055703805090048,5.577548764448558e-05,-0.08481604515878108
IND002442,51.3,F,South Asian,South Asian,,False,True,0.00024228173190264128,0.3902124549836816,0.0004127106033108426,0.5760719311029548,0.03306062157815017,1.4098598858087805
IND002443,28.5,M,South Asian,South Asian,African,True,True,0.31521687865179765,0.16569535139216346,0.04118683288289777,0.38891266026612054,0.08898827680702058,-0.8043802184127662
IND002444,85.0,M,South Asian,South Asian,,False,True,0.00025675267878022594,0.08896887220338719,0.1949664492649301,0.6757175984490146,0.04009032740388798,1.5419191968535426
IND002445,61.5,M,European,European,South Asian,True,True,0.10762918416316465,0.46747999674210694,0.13515934274415442,0.2894825809311136,0.00024889541946020285,-0.741009497104882
IND002446,82.1,M,European,East Asian,,False,False,0.012498334609488772,0.5105222141046392,0.017879917814092587,0.3388799868038009,0.12021954666797854,0.15958687186256237
IND002447,31.3,M,European,European,,False,True,7.833195812166017e-08,0.8577045945138698,0.0008569038103043202,0.14143696937782158,1.453966046123524e-06,-0.13271883343275026
IND002448,40.4,F,African,African,,False,True,0.8818713263143025,0.04134122537188834,0.010257192089418462,0.06645938769000767,7.086853438295783e-05,-0.47746372970711703
IND002449,44.4,F,African,African,,False,True,0.6558475772555823,0.004959506412132863,0.2994716447121004,0.013532257528382096,0.026189014091802378,-0.8794264196554278
IND002450,74.7,F,European,European,African,True,True,0.26618148054009333,0.6050154057936991,0.12202833690254322,2.694416094631453e-06,0.006772082347569541,-0.16386688061051585
IND002451,85.0,M,American/Indigenous,American/Indigenous,,False,True,0.011469435237586202,0.020218505664120544,0.05431439858918562,0.1663703803895245,0.747627280119583,0.7722758804159013
IND002452,68.1,F,African,American/Indigenous,,False,False,0.5472712991171219,0.03700216803963329,0.18575060736291696,0.020653358554368464,0.20932256692595935,-1.8906958917905514
IND002453,45.9,M,American/Indigenous,American/Indigenous,,False,True,0.08237667928643903,3.3673969344742625e-05,0.11673677016039029,3.905646468698021e-05,0.8008138201191389,0.9514248115757454
IND002454,27.8,F,European,European,East Asian,True,True,0.000973996150794326,0.523543511350762,0.4628359339858302,0.009251667558548513,0.0033948909540649575,0.5395036028238229
IND002455,57.3,F,European,South Asian,East Asian,True,False,0.004614321940724901,0.4097482685036193,0.3878027668459381,0.19774287998377205,9.17627259457653e-05,1.7056164095867588
IND002456,68.3,F,East Asian,East Asian,,False,True,3.5493276735137646e-08,0.1386495579593424,0.7465803740777558,0.11477003245926774,1.0357340724848215e-11,-1.4383013013411707
IND002457,18.0,F,African,African,,False,True,0.7751101164367308,0.0014854789201899682,4.1646367527083e-05,0.0077124108397286905,0.21565034743582356,0.5578960010880007
IND002458,59.7,M,European,European,American/Indigenous,True,True,0.2653236166955146,0.4600395492650772,0.0009274393010724136,8.834960616744453e-06,0.2737005597777191,-0.24707654719795547
IND002459,50.7,F,European,South Asian,,False,False,0.1341541922848794,0.45439325755361637,0.063123069186048,0.33848071075970343,0.009848770215752761,0.2941502786660193
IND002460,37.0,F,African,African,,False,True,0.780273272996814,0.13328210786657496,0.0008913999860575573,0.08555130054308376,1.9186074698523744e-06,-0.4558571957495584
IND002461,67.5,F,American/Indigenous,American/Indigenous,European,True,True,0.12000747139059142,0.38650332885501765,0.04226874684883876,0.004683202220170602,0.44653725068538164,0.0038139293834588694
IND002462,38.0,M,American/Indigenous,American/Indigenous,European,True,True,0.007358141802938394,0.36465808320991666,0.1837331998839828,0.0012375737569391902,0.44301300134622307,-0.1434235569080371
IND002463,44.8,F,African,African,,False,True,0.9623907346749416,0.026682456182835167,0.009457886261935434,0.0014685514669544335,3.7141333328460967e-07,0.7075632280558857
IND002464,30.4,F,African,African,,False,True,0.5484661551396526,0.08621789168962683,0.22882725577804575,0.0021033636901425937,0.1343853337025323,0.5443804586042125
IND002465,49.7,M,American/Indigenous,American/Indigenous,,False,True,0.053229337304153815,0.005419151175983237,0.004173291544927003,0.08864077532930041,0.8485374446456355,0.8864217472792666
IND002466,73.8,F,African,African,,False,True,0.882334221445753,1.1958437493154097e-05,0.09123497193577672,0.02529036991676677,0.0011284782642103665,-1.4584825289160905
IND002467,64.0,F,European,European,South Asian,True,True,0.019192692527447586,0.569220847182378,2.5694162508541764e-05,0.27015889649895003,0.14140186962871584,-0.24755328155120643
IND002468,64.5,F,European,American/Indigenous,,False,False,0.08737975396075381,0.7074065293678439,0.013239590386066284,0.004891744954471141,0.18708238133086494,-0.2906272127044749
IND002469,79.6,F,African,African,,False,True,0.7404147062959812,0.009225952537048644,0.21421295586018013,0.02873196290220699,0.0074144224045830836,-2.81008088531345
IND002470,33.5,M,East Asian,East Asian,European,True,True,0.15392612200179606,0.36708252410692416,0.3696156758171969,0.06159339947786816,0.04778227859621469,0.330258973628706
IND002471,44.9,F,European,European,,False,True,0.026467636400801277,0.8914236400125368,5.92309308342104e-13,0.0021489960893873216,0.07995972749668206,-0.29263782704851304
IND002472,30.7,M,East Asian,East Asian,European,True,True,0.1555525651629535,0.40384492448066567,0.42233331740697133,0.00754473711922226,0.010724455830187182,-0.8981683023093823
IND002473,22.9,M,African,African,,False,True,0.7499672542634434,0.0005333422810271379,0.001536579412515177,0.0017649266235029298,0.2461978974195112,0.30823844338702683
IND002474,33.9,M,African,African,,False,True,0.7472221385308927,0.047380926978403785,0.1449017394227751,0.033380491272278545,0.027114703795649897,-1.4340894131104296
IND002475,69.0,F,European,East Asian,,False,False,0.005684633086388508,0.43156336683197966,0.23521721749636007,0.3275345263914719,2.561937998205278e-07,0.8559609349801012
IND002476,60.2,M,East Asian,East Asian,,False,True,0.02130068284523113,0.3572349054869898,0.5680926330577867,0.053371732486289285,4.612370321855257e-08,-1.156311303168146
IND002477,64.2,F,East Asian,East Asian,,False,True,0.051892538861358896,0.16378785132537993,0.7297866151186757,0.016217411805840316,0.038315582888745287,-0.3071904777247356
IND002478,77.1,F,South Asian,South Asian,,False,True,0.2152160935495043,0.0007099204873434098,0.16799765050237125,0.6160539171618569,2.2418298924167176e-05,0.28607654866665205
IND002479,69.6,M,American/Indigenous,American/Indigenous,,False,True,0.07346088830436218,0.003404892795076357,0.010561049104728906,0.031010855424705656,0.881562314371127,-0.15806900311511238
IND002480,28.0,M,European,European,,False,True,0.20679702722038767,0.6249615888547126,0.00042077339095654724,3.773354298944053e-05,0.16778287699095354,-0.16785707371104053
IND002481,64.5,F,European,European,South Asian,True,True,0.000488984262525126,0.4377229759798115,0.011499415092378593,0.349248193643526,0.20104043102175892,1.4961612840937886
IND002482,81.5,M,American/Indigenous,African,,False,False,0.24584971386668428,0.0585397429812577,0.06957034740520408,0.0002461121082049034,0.625794083638649,0.5084712125586577
IND002483,60.6,F,European,European,African,True,True,0.4147330220744045,0.44722149776385756,0.08664944100449506,0.00028517520904592107,0.0511108639481971,2.1539384623346836
IND002484,26.6,M,African,African,,False,True,0.6456516672420052,1.1801579484687355e-05,0.00010658257562669261,0.04569017712967978,0.3085397714732036,-1.3224225193498573
IND002485,47.5,F,South Asian,South Asian,European,True,True,0.008672665375720858,0.38203834175312906,0.0022731284947580294,0.4266675625110772,0.18034830186531492,0.5433914059751765
IND002486,85.0,F,American/Indigenous,American/Indigenous,,False,True,0.09712089410434165,0.005339022951562133,0.00894761319979716,0.23691321287122294,0.6516792568730763,-0.3038606867830367
IND002487,20.4,F,African,African,,False,True,0.8380198631798323,0.07708896816292947,0.055630243185491264,0.0003179519903367097,0.028942973481410124,-1.4107970328630415
IND002488,52.1,M,European,European,,False,True,0.05854684236504912,0.7623367310469018,0.032401649371991185,1.3166259507154188e-06,0.14671346059010723,0.300849592331694
IND002489,22.3,F,East Asian,East Asian,,False,True,0.10629453040001315,1.1724598788104457e-06,0.7229980064789849,0.030896038515109192,0.13981025214601403,-0.5018096593989998
IND002490,78.1,F,American/Indigenous,American/Indigenous,,False,True,0.009487931808108373,0.037220186349813035,0.09848548122666304,0.04166082149883241,0.8131455791165833,0.37698499697098364
IND002491,56.5,F,European,European,,False,True,0.38806468892383456,0.5464900445322627,3.596411591838876e-05,0.012616135289212656,0.052793167138772,1.144255683366569
IND002492,32.5,F,East Asian,East Asian,,False,True,0.006797391278073919,0.04046173301258751,0.8027138904341418,0.14973479458195585,0.00029219069324102015,-1.275762568107969
IND002493,73.5,M,African,African,South Asian,True,True,0.42856121916317547,0.0002775104262867554,0.0005733366786080427,0.38087369281180167,0.1897142409201282,-1.1140925930192997
IND002494,40.9,M,American/Indigenous,American/Indigenous,,False,True,0.006388546715105575,0.059459251527522926,0.20301696927734822,0.026324700277043287,0.7048105322029798,1.545828004147356
IND002495,23.4,F,African,African,European,True,True,0.4815067921181592,0.4638952927094716,0.018853227600260456,0.0020754643061222586,0.033669223265986536,-0.9335102675782434
IND002496,72.6,M,African,African,,False,True,0.7970150672887533,0.07791921379704704,0.006507234174132918,0.10628728625048865,0.012271198489577907,-0.6585007688833666
IND002497,38.8,M,American/Indigenous,American/Indigenous,,False,True,0.12448929871071865,0.057857512346594774,0.2478954649183962,4.3427632515014285e-05,0.5697142963917753,0.4501874490100345
IND002498,80.0,F,South Asian,American/Indigenous,,False,False,0.016381363514723545,0.029987476624026174,8.973501073212325e-06,0.8928182027672756,0.06080398359290132,-0.25631048420664126
IND002499,40.8,F,African,African,,False,True,0.6052675564555222,0.012790637659009138,0.2025941896692331,0.12472521584470257,0.0546224003715331,-0.7829370650880321
IND002500,55.9,M,American/Indigenous,American/Indigenous,,False,True,0.18785415654906423,0.02043880995233869,0.10865316517833225,0.0020063888875910857,0.6810474794326737,1.4275414645173357
IND002501,34.1,F,African,African,,False,True,0.9411583932042782,0.05223196202131418,0.000799384453607937,0.003749316700533668,0.0020609436202661292,-0.7234085874456859
IND002502,35.2,M,East Asian,East Asian,,False,True,0.01498159720514586,0.09820915717663525,0.788543612707484,0.0802707209117092,0.017994911999025826,-0.053442492976256584
IND002503,65.4,M,African,African,,False,True,0.6056465551987643,0.0030903295887482816,0.043366974491273975,0.251443605188254,0.09645253553295954,0.05549421612567107
IND002504,41.5,F,European,European,,False,True,0.01687516066469786,0.6887836289026045,4.3103255706805546e-05,0.22448247248905398,0.06981563468793679,0.25977425663434023
IND002505,72.6,M,American/Indigenous,American/Indigenous,African,True,True,0.2673137129130866,0.011330556804207935,0.02091791463813427,0.000854323037166885,0.6995834926074044,0.1319769250026979
IND002506,64.5,M,South Asian,South Asian,,False,True,0.07508404662886163,0.24075843504926125,0.01650007498036344,0.5955564655071746,0.07210097783433926,0.4815866994227624
IND002507,82.3,F,South Asian,South Asian,,False,True,0.030360861489139652,0.006140805035029688,0.0035782194374848926,0.9100684980046019,0.04985161603374391,-0.48508258717662606
IND002508,23.0,F,European,European,African,True,True,0.3346437369714301,0.43108168254747237,0.0020108845263118215,0.15145788306743427,0.08080581288735147,0.22127969704550285
IND002509,70.4,M,East Asian,East Asian,,False,True,0.22491340689094103,0.16745112572117302,0.4641642384217057,8.01423612161545e-06,0.14346321473005874,-0.45534365408246225
IND002510,61.3,M,East Asian,East Asian,,False,True,0.00010627861899810298,0.21847007568526933,0.5709392792542394,0.036459492551579833,0.17402487388991328,0.21358325864122862
IND002511,37.6,F,European,European,South Asian,True,True,0.02505442336274691,0.6584575484607518,0.009945929522541927,0.27652863495399566,0.030013463699963782,-0.3051309047182905
IND002512,70.2,M,European,European,American/Indigenous,True,True,0.26883510771141406,0.400398029701889,0.012583934601953523,0.009563488487720642,0.3086194394970228,-0.830360550804707
IND002513,31.5,M,American/Indigenous,American/Indigenous,,False,True,0.03668819003317066,0.0003664987177743429,0.003658454207931818,1.6642683185250702e-05,0.9592702143579379,1.1029383707834008
IND002514,29.2,F,European,European,East Asian,True,True,0.0024654097590136232,0.6338469872420056,0.3592948071973775,3.2743610019579666e-07,0.004392468365503322,-1.4964003342076726
IND002515,33.6,F,South Asian,South Asian,European,True,True,0.010675728376410168,0.37797981780528483,0.08981420484616934,0.45560439792469004,0.06592585104744572,0.8725594623857515
IND002516,45.3,F,American/Indigenous,American/Indigenous,,False,True,0.10941528547570055,0.0034694361753848445,0.15896539804306295,0.009753648081363576,0.7183962322244881,0.23850064760160639
IND002517,58.5,M,South Asian,South Asian,,False,True,0.05803551538440759,0.07379069213479214,5.774364477072205e-07,0.8449729018364095,0.023200313207943007,0.5481722612090772
IND002518,57.4,F,South Asian,South Asian,,False,True,0.00020593735379667127,0.25844718173375186,0.18212544003708117,0.4673074814819533,0.09191395939341708,-0.7349680700356792
IND002519,59.0,F,American/Indigenous,European,,False,False,0.08420163010594109,0.14164077364451383,0.23418938378488208,0.00022640845266551552,0.5397418040119973,-0.09696816388252155
IND002520,58.3,M,European,Other/Unknown,,False,False,2.818135925034993e-07,0.5719887797493322,0.41834622073548366,0.005624681663100054,0.004040036038491569,0.33107858843308424
IND002521,44.5,F,East Asian,African,European,True,False,0.2855647994000078,0.3280558775455878,0.37008298233146225,0.016277532269844998,1.8808453096963757e-05,-0.6145811025947627
IND002522,37.3,F,American/Indigenous,East Asian,,False,False,0.021266899564476142,0.038907052517051496,0.3539498063593239,0.21714970865977484,0.3687265328993737,0.5816737851399671
IND002523,73.6,F,South Asian,South Asian,,False,True,0.00016795961672291847,0.010228008662378668,0.24856355147136422,0.7192462685029914,0.02179421174654279,-0.009333775167869728
IND002524,67.5,M,East Asian,East Asian,,False,True,0.00482371747079443,0.1820526456142792,0.5630728814887267,0.046902448263290784,0.20314830716290871,0.09490289309528072
IND002525,45.2,M,American/Indigenous,American/Indigenous,South Asian,True,True,0.003030521600897862,0.04138191854305755,0.16900979843845124,0.3205358673207729,0.46604189409682056,-0.15432390459218126
IND002526,25.8,M,American/Indigenous,American/Indigenous,European,True,True,0.038925694747691184,0.3953823697411374,0.00040227223888956255,0.1194251000584084,0.4458645632138734,0.5741220449778294
IND002527,73.8,F,European,European,East Asian,True,True,0.01204443403300618,0.4887999558078159,0.4842545669197849,0.0007579882824818232,0.014143054956911226,-1.8914340918591501
IND002528,55.8,M,European,European,,False,True,0.0007469689121150217,0.8587336129851044,0.003254096200902423,0.12373338310755079,0.013531938794327422,0.6231330246421639
IND002529,30.7,F,East Asian,East Asian,,False,True,0.15026242781286026,0.02414036498077964,0.6609522799841512,0.0749010143814309,0.08974391284077796,-0.7626924360864777
IND002530,61.2,F,South Asian,South Asian,,False,True,0.034229382039363064,0.06160290904403831,0.04016898546646689,0.7504436682458004,0.11355505520433136,0.6891858703283533
IND002531,20.9,F,European,European,,False,True,0.018716617901921348,0.7451376844255757,0.21849122220034528,1.1591162187460004e-05,0.017642884309970235,0.6185284044897651
IND002532,76.6,M,American/Indigenous,American/Indigenous,East Asian,True,True,0.057221887456773125,0.00165981684743778,0.27570914566389865,1.0800454443313918e-08,0.6654091392314359,0.6783122486585664
IND002533,84.9,F,South Asian,European,,False,False,0.012446347974359223,0.26869720076145914,0.09892818901893431,0.6074498292504857,0.012478432994761675,-0.874497617982553
IND002534,34.0,M,East Asian,East Asian,,False,True,0.004290283739970454,0.15982197069451165,0.7965167434223408,0.03937099473226044,7.410916578756222e-09,0.3698712275114837
IND002535,35.7,F,South Asian,South Asian,,False,True,0.0025003238900285726,0.12017345097614215,0.04341935583221477,0.45396036383313026,0.3799465054684843,0.9726664847292019
IND002536,38.2,M,American/Indigenous,American/Indigenous,European,True,True,4.260534252101228e-05,0.35842701091275625,0.0002440233312457362,0.005067963121070416,0.6362183972924066,2.233696554341917
IND002537,30.8,F,African,African,,False,True,0.5874154955084206,0.0527022736520638,0.05481629907065154,0.21031115256946414,0.09475477919939992,-0.1746177637305366
IND002538,48.5,F,South Asian,South Asian,European,True,True,6.745776523737695e-05,0.29377416839471354,0.0002047319836850609,0.6736828667618399,0.032270775094524154,-1.5886533139383738
IND002539,54.0,F,American/Indigenous,American/Indigenous,East Asian,True,True,0.0025232330872583517,0.005601054566990644,0.3457632635837754,0.1061312100530338,0.5399812387089419,0.9769130028966676
IND002540,36.2,M,East Asian,Other/Unknown,,False,False,0.015268417663900373,0.05964404635216784,0.9077608389598565,0.012087616637423838,0.005239080386651352,-1.435121871205968
IND002541,85.0,M,American/Indigenous,American/Indigenous,,False,True,1.2593996060469944e-05,0.21506382126845983,0.2619206675944514,0.025456170971796765,0.4975467461692316,0.48365322546722517
IND002542,18.0,M,African,American/Indigenous,South Asian,True,False,0.43119328029626197,0.06375814476433021,0.012599162997421556,0.2648524542395536,0.22759695770243274,1.1037740403057839
IND002543,85.0,F,South Asian,South Asian,East Asian,True,True,0.011276590138211548,4.573150615207898e-08,0.42216105299878287,0.5345576401747594,0.032004670956740075,-0.5033731591891193
IND002544,66.8,F,American/Indigenous,American/Indigenous,,False,True,0.002083931660245621,0.060758673506332225,0.004019966482411778,0.06749163862343789,0.8656457897275724,-0.448042007339549
IND002545,38.4,F,European,European,American/Indigenous,True,True,0.09084961851033876,0.4512121901261366,0.0833331831512452,0.006038847030666899,0.3685661611816125,0.6100895236553235
IND002546,29.7,M,East Asian,East Asian,American/Indigenous,True,True,0.21310388284626863,1.152257722097961e-05,0.3901507835296004,0.058083149844737114,0.3386506612021729,-1.99962212783831
IND002547,53.7,M,European,European,,False,True,0.23575754932716794,0.5005693919604274,0.004905153568635856,0.046192167216773744,0.2125757379269951,-0.22817708689903152
IND002548,85.0,M,American/Indigenous,American/Indigenous,European,True,True,5.358099733075524e-05,0.2611464871441863,0.20739249306866658,0.17365477494957793,0.35775266384023857,-2.138231784539622
IND002549,23.0,F,European,European,,False,True,0.12219064501261595,0.6064682439648705,0.17836136890993948,0.011832309077397875,0.08114743303517594,1.0465000295163485
IND002550,58.4,M,East Asian,African,,False,False,0.3422895214396743,0.12860258470438657,0.5063086625983906,0.009741246021118762,0.013057985236429865,-0.31192818999305116
IND002551,33.4,M,European,Other/Unknown,,False,False,0.0909402131225273,0.45213779159660183,0.06608104370579779,0.38990046335336487,0.0009404882217083569,1.8877221803461985
IND002552,43.5,F,African,African,,False,True,0.9193454043241324,0.0020546357653352825,0.07638073519648729,0.002203196854466367,1.60278595787897e-05,-0.6150586503199544
IND002553,24.5,F,South Asian,South Asian,,False,True,0.27715590581124944,0.0069844464273002465,0.0022235569472126293,0.6364472898747534,0.07718880093948435,-0.9742090444638808
IND002554,69.2,M,European,European,,False,True,0.00020986006983015373,0.8054931315250841,0.01069530801494278,0.16530181504147906,0.0182998853486639,0.9876042993508233
IND002555,51.4,F,American/Indigenous,American/Indigenous,,False,True,0.05447916861517554,0.14886836632369008,0.189245270080524,0.2368799839825589,0.3705272109980516,0.18331571509756406
IND002556,37.5,F,African,African,,False,True,0.6904049212016333,0.07390057177077956,0.0004999384933015445,0.1450060413954213,0.09018852713886429,1.5067736848163427
IND002557,18.0,M,South Asian,South Asian,East Asian,True,True,0.04451725640654257,0.0008817133955681863,0.25071048108452076,0.6727998500436695,0.031090699069699128,0.23912073212371576
IND002558,21.4,M,South Asian,South Asian,,False,True,0.1559429974324893,0.08719327317143852,0.02737492004709464,0.7270731718671604,0.002415637481817167,-1.1219567383550402
IND002559,71.5,M,European,European,,False,True,0.048848725130078985,0.6876217669274226,0.01687845930240025,0.23763742189486461,0.009013626745233533,-0.1765350634018159
IND002560,50.9,F,South Asian,South Asian,,False,True,0.044864584730601335,0.05338924481144417,0.10480660252350042,0.7908570800640454,0.006082487870408651,1.2169192384816265
IND002561,36.8,M,American/Indigenous,American/Indigenous,European,True,True,0.00046269109013595327,0.3172535436976047,0.17861102488829114,0.1465622669153559,0.3571104734086123,1.1435864586609568
IND002562,18.6,M,African,African,American/Indigenous,True,True,0.5858945075138907,2.8942358590744614e-05,0.001524789491890952,0.009135174419616842,0.40341658621601073,-0.6692396274698591
IND002563,84.3,M,European,European,,False,True,0.22982039576211072,0.6343518927767541,0.106706892121245,0.029115131485038668,5.6878548516025725e-06,-0.24415460911079345
IND002564,37.9,M,American/Indigenous,American/Indigenous,,False,True,0.276914583816442,0.0029359313767569404,0.002408115411575732,0.0016730623985213582,0.716068306996704,1.5783313408324333
IND002565,64.2,F,African,African,,False,True,0.9028473245236339,0.015544515584037064,0.0021205862444853506,0.07894784968460844,0.0005397239632354146,-1.422393903275049
IND002566,33.1,M,South Asian,American/Indigenous,,False,False,0.026660734903265926,0.001676378663738199,0.00020838000201044927,0.5314233546008191,0.4400311518301664,0.8728152042466853
IND002567,38.9,M,European,European,,False,True,0.13336404502595078,0.39804641163357546,0.18007638995660763,0.15281708204551783,0.13569607133834863,-0.11128780780357889
IND002568,33.1,M,South Asian,South Asian,,False,True,0.06466365318184593,0.004013261852440809,0.19956786783883987,0.7313348842536206,0.0004203328732526845,1.51365314285496
IND002569,18.0,M,African,African,,False,True,0.7142519247458107,0.009062111732207079,0.01183503799901738,0.13781651817335247,0.12703440734961255,0.9079327699871333
IND002570,46.4,M,East Asian,East Asian,European,True,True,0.005302689803603263,0.412059340780605,0.515032480300731,0.00019638048832315772,0.06740910862673764,-0.8739802913288771
IND002571,43.8,M,European,European,African,True,True,0.3774013767712857,0.42906678966468004,0.013420413518371978,0.1128866860994424,0.0672247339462199,0.5591927261222838
IND002572,23.2,M,African,African,European,True,True,0.5568051192547945,0.3213230410459712,0.02359590249177044,0.0166144713275323,0.08166146587993148,1.2110942717671795
IND002573,64.6,F,South Asian,South Asian,European,True,True,0.09316165964263247,0.26236455779207885,0.00043268812604377056,0.5352650951133527,0.10877599932589217,-1.2151335518634985
IND002574,70.7,F,American/Indigenous,American/Indigenous,South Asian,True,True,0.04812463005469059,0.030545012323042114,0.14211142990216472,0.34441073717198584,0.43480819054811687,-1.2140941656170936
IND002575,43.1,F,American/Indigenous,American/Indigenous,,False,True,0.0036487994927305555,1.015318997146033e-05,0.3952518073467068,0.001817368997900653,0.5992718709726904,0.3693736546922285
IND002576,61.9,M,South Asian,South Asian,,False,True,0.22500643944556142,0.0431008987571344,0.007798380143637454,0.41606880216720776,0.308025479486459,1.6386426211962721
IND002577,31.3,M,American/Indigenous,American/Indigenous,European,True,True,4.824068273011232e-05,0.30230695873131536,0.007130419487857103,0.07337508408957154,0.6171392970085259,0.35682793237420163
IND002578,64.6,F,American/Indigenous,American/Indigenous,European,True,True,0.0429417200973539,0.26358007049430227,0.04651379309700027,0.025840706057412812,0.6211237102539306,0.5793677115839215
IND002579,40.2,F,East Asian,East Asian,,False,True,0.06701794494308913,6.254782670813033e-05,0.8605146417497063,0.07227072404586217,0.00013414143463430457,-0.0872945970293664
IND002580,37.2,F,East Asian,Other/Unknown,,False,False,0.2599934622527872,0.24196928275334192,0.49109064164862015,0.0035251249276563694,0.0034214884175942793,-0.2983064397654475
IND002581,32.2,F,African,African,European,True,True,0.5574728036264321,0.27813115954486395,0.08708315259535086,0.06637346541475225,0.010939418818600858,0.5306917057841852
IND002582,77.9,M,African,African,European,True,True,0.4878735501811382,0.29388970164721884,0.012050710969129687,2.397295404849396e-06,0.20618363990710845,-0.729010634884134
IND002583,72.3,F,South Asian,Other/Unknown,,False,False,0.003841476444821813,0.12937513238442244,0.0014437716350185282,0.4756363221604787,0.38970329737525866,1.2800502174530028
IND002584,78.5,M,African,African,,False,True,0.7847831787773061,0.012366471372274042,0.09007366791996692,0.0003058751689446217,0.1124708067615082,0.9240247184254486
IND002585,82.2,M,East Asian,Other/Unknown,,False,False,0.005388146344728862,0.02089354639972455,0.45008035162594917,0.15833180353320786,0.36530615209638956,-0.47808949751496566
IND002586,85.0,F,East Asian,American/Indigenous,,False,False,0.013210931612096322,2.5980974399849527e-07,0.5616149492316723,0.08020709191981672,0.34496676742667065,-1.1518777905406843
IND002587,81.0,F,European,European,South Asian,True,True,0.006024116058163546,0.6363864685404588,0.010911176190479975,0.34649588283242033,0.00018235637847738864,-0.7190967371035001
